doc_id,document_type_guess,year_guess,title_guess,author_guess,doi_guess,materials,processes,properties,text_chars,text_quality,source_path,normalized_target
da84a9f21da12e78,patent,2020,(19)中华人民共和国国家知识产权局,,,['steel'],"['deformation', 'powder_metallurgy', 'surface_engineering']","['ballistic', 'strength']",5288,ok,D:\测试文献\一种用于粉末冶金的药型罩模具的清洗装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于粉末冶金的药型罩模具的清洗装置_2020.pdf
518c80d0b0195251,patent,2024,(19)国家知识产权局,,,[],['surface_engineering'],[],3584,ok,D:\测试文献\一种用于精密挤压的模具对正装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于精密挤压的模具对正装置_2024.pdf
747ab26203e460c4,patent,2022,(19)中华人民共和国国家知识产权局,,,"['aluminum_alloy', 'titanium_alloy']",['surface_engineering'],"['corrosion', 'microstructure', 'strength']",17405,ok,D:\测试文献\一种用于钛合金表面化学镀的锡盐敏化活化方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于钛合金表面化学镀的锡盐敏化活化方法_2022.pdf
27ae1d004ae1073d,patent,,http://www.cqvip.com,,,"['composite', 'magnesium_alloy']",['casting'],[],20,text_too_short,D:\测试文献\一种用于镁及镁合金熔炼的复合型坩埚.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于镁及镁合金熔炼的复合型坩埚_unknown.pdf
91bb10a025636713,patent,2020,(19)中华人民共和国国家知识产权局,,,[],[],['ballistic'],8308,ok,D:\测试文献\一种聚能射流引爆屏蔽炸药瞬态过程的实验观测方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种聚能射流引爆屏蔽炸药瞬态过程的实验观测方法_2020.pdf
7a3d63bc955a88c1,patent,2023,(19)国家知识产权局,,,"['aluminum_alloy', 'composite', 'titanium_alloy']","['deformation', 'surface_engineering']",['ballistic'],9270,ok,D:\测试文献\一种聚能战斗部用含能复合药型罩及其制备方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种聚能战斗部用含能复合药型罩及其制备方法_2023.pdf
a0a904fedb016b4b,patent,2020,(19)中华人民共和国国家知识产权局,,,['steel'],[],['ballistic'],3860,ok,D:\测试文献\一种聚能随进杀伤战斗部.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种聚能随进杀伤战斗部_2020.pdf
78ec93468f8546e7,journal_or_report,2024,申报编号：SQ2024YFB3800023,,,['composite'],['welding'],"['microstructure', 'strength', 'thermal_stability']",58108,ok,D:\测试文献\中低温高效率长寿热电器件制备与系统集成关键技术-中国科学院宁波材料技术与工程研究所-申报书.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\中低温高效率长寿热电器件制备与系统集成关键技术-中国科学院宁波材料技术与工程研究所-申报书_2024.pdf
fb4c81edee76c1b5,journal_or_report,2025,申报编号：SQ2024YFB3800023,,,[],"['casting', 'welding']",['microstructure'],22273,ok,D:\测试文献\中低温高效率长寿热电器件制备与系统集成关键技术-中国科学院宁波材料技术与工程研究所-预算申报书.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\中低温高效率长寿热电器件制备与系统集成关键技术-中国科学院宁波材料技术与工程研究所-预算申报书_2025.pdf
df347a7176f8b1ab,journal_or_report,2010,张韶然/绘,,,[],[],[],16,text_too_short,D:\测试文献\中国05式两栖步兵战车.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\中国05式两栖步兵战车_2010.pdf
7795f7c40c2a5087,brochure,,中国兵器工业金属材料理化检测中心-宣传册,,,[],[],[],0,needs_ocr,D:\测试文献\中国兵器工业金属材料理化检测中心-宣传册.pdf,D:\测试文献\literature_kb_pipeline\normalized\brochure\中国兵器工业金属材料理化检测中心-宣传册_unknown.pdf
9bffeecba3a53da5,conference,,中 国兵工学会2 0 2 5 年学术年会,,,['steel'],[],"['ballistic', 'corrosion', 'microstructure']",50998,ok,D:\测试文献\中国兵工学会2025年学术年会会议手册.pdf,D:\测试文献\literature_kb_pipeline\normalized\conference\中国兵工学会2025年学术年会会议手册_unknown.pdf
d670eed3dffed203,book,,中国材料工程大典.第1卷.材料工程基础,,,[],[],[],0,needs_ocr,D:\测试文献\中国材料工程大典.第1卷.材料工程基础.pdf,D:\测试文献\literature_kb_pipeline\normalized\book\中国材料工程大典.第1卷.材料工程基础_unknown.pdf
e13c5439136690ba,book,,中国材料工程大典.第2卷.钢铁材料工程.(上),,,['steel'],[],[],0,needs_ocr,D:\测试文献\中国材料工程大典.第2卷.钢铁材料工程.(上).pdf,D:\测试文献\literature_kb_pipeline\normalized\book\中国材料工程大典.第2卷.钢铁材料工程.(上)_unknown.pdf
399fcf008413f092,journal_or_report,2022,International Journal of Plasticity 154 (2022) 103300,Contents lists available at ScienceDirect,10.1016/j.ijplas.2022.103300,"['aluminum_alloy', 'magnesium_alloy', 'steel', 'titanium_alloy']",[],"['ductility', 'microstructure', 'strength']",88418,ok,D:\测试文献\在细晶粒低合金镁系统中通过向错位错反应增强超塑性.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\在细晶粒低合金镁系统中通过向错位错反应增强超塑性_2022.pdf
52e4f8e0a9e947ac,journal_or_report,,http://www.cqvip.com,,,[],[],[],272,text_too_short,D:\测试文献\装甲和改装甲材料的设计.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲和改装甲材料的设计_unknown.pdf
46793e3f3151a394,journal_or_report,2022,密,,,"['aluminum_alloy', 'composite']","['deformation', 'surface_engineering']","['ballistic', 'ductility', 'strength', 'thermal_stability']",73607,ok,D:\测试文献\装甲车用铝合金叠层复合板力学行为与抗弹性能优化研究_袁圣林.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲车用铝合金叠层复合板力学行为与抗弹性能优化研究_袁圣林_2022.pdf
4d71a93d5a65983a,journal_or_report,,装甲钛合金TC4的热处理方法,,,['titanium_alloy'],['heat_treatment'],[],0,needs_ocr,D:\测试文献\装甲钛合金TC4的热处理方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钛合金TC4的热处理方法_unknown.pdf
8e987de047397a89,journal_or_report,2020,37,August,10.13567/j.cnki.issn1009-9964.2020.04.012,"['composite', 'steel', 'titanium_alloy']",[],"['ballistic', 'microstructure', 'strength']",10929,ok,D:\测试文献\装甲钛合金的研究与应用现状.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钛合金的研究与应用现状_2020.pdf
aa31e1d215809a71,journal_or_report,2020,第,,10.13567/j.cnki.issn1009-9964.2020.04.012,"['aluminum_alloy', 'ceramic', 'composite', 'magnesium_alloy', 'steel', 'titanium_alloy']","['deformation', 'heat_treatment', 'powder_metallurgy', 'welding']","['ballistic', 'microstructure', 'strength']",8687,ok,D:\测试文献\装甲钛合金的研究与应用现状_郑超.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钛合金的研究与应用现状_郑超_2020.pdf
149bc146ac52e290,journal_or_report,2022,博士学位论文,,,"['composite', 'steel']",[],"['ballistic', 'ductility', 'strength']",194363,ok,D:\测试文献\装甲钢-混凝土组合结构抗弹体侵彻爆炸作用研究_程月华.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢-混凝土组合结构抗弹体侵彻爆炸作用研究_程月华_2022.pdf
5d5d0d62bbfca260,journal_or_report,2006,16,,,"['composite', 'steel']",[],['fatigue'],2788,ok,D:\测试文献\装甲钢_芳纶复合材料防爆轰波性能研究_曲志敏.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢_芳纶复合材料防爆轰波性能研究_曲志敏_2006.pdf
614659f0b21c2dab,journal_or_report,2003,26,ORDNANCE MATERIAL SCIENCE AND ENGINEERING,,"['ceramic', 'composite', 'steel']",['surface_engineering'],['ballistic'],3197,ok,D:\测试文献\装甲钢中的夹层材料对抗弹性能的影响.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢中的夹层材料对抗弹性能的影响_2003.pdf
a28fe25754167404,journal_or_report,,http://www.cqvip.com,,,['steel'],[],['ballistic'],104,text_too_short,D:\测试文献\装甲钢动态性能与抗弹性能关系研究.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢动态性能与抗弹性能关系研究_unknown.pdf
227229d3f4192e94,journal_or_report,,http://www.cqvip.com,,,['steel'],[],[],104,text_too_short,D:\测试文献\装甲钢板中绝热剪切带的特征.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢板中绝热剪切带的特征_unknown.pdf
c259a32ac9819309,journal_or_report,2022,包 装 工 程,PACKAGING ENGINEERING,10.19554/j.cnki.1001-3563.2022.21.036,"['aluminum_alloy', 'ceramic', 'steel', 'titanium_alloy']","['casting', 'deformation', 'heat_treatment', 'surface_engineering', 'welding']","['ballistic', 'corrosion', 'ductility', 'microstructure', 'strength']",9190,ok,D:\测试文献\装甲钢焊缝区抗弹防护性能初步探讨.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢焊缝区抗弹防护性能初步探讨_2022.pdf
7ef52126c0ffffdf,journal_or_report,2022,包 装 工 程,PACKAGING ENGINEERING,10.19554/j.cnki.1001-3563.2022.21.036,"['aluminum_alloy', 'ceramic', 'steel', 'titanium_alloy']","['casting', 'deformation', 'heat_treatment', 'surface_engineering', 'welding']","['ballistic', 'corrosion', 'ductility', 'microstructure', 'strength']",9190,ok,D:\测试文献\装甲钢焊缝区抗弹防护性能初步探讨_华绍春.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲钢焊缝区抗弹防护性能初步探讨_华绍春_2022.pdf
d7425c0cde5da87b,journal_or_report,2008,1,,,['steel'],['heat_treatment'],['ballistic'],6165,ok,D:\测试文献\装甲防护厚板淬火过程形状畸变的预测.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲防护厚板淬火过程形状畸变的预测_2008.pdf
ec6b699b03978d12,journal_or_report,2017,第 38 卷,PACKAGING ENGINEERING,10.19554/j.cnki.1001-3563.2017.11.027,"['aluminum_alloy', 'ceramic', 'composite', 'steel', 'titanium_alloy']","['deformation', 'heat_treatment', 'surface_engineering', 'welding']","['ballistic', 'corrosion', 'fatigue', 'microstructure', 'strength', 'thermal_stability']",18320,ok,D:\测试文献\装甲防护材料抗侵彻性能研究现状_赵旭东.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲防护材料抗侵彻性能研究现状_赵旭东_2017.pdf
0e3d59b3ebc09d58,journal_or_report,2023,装 备 环 境 工 程,EQUIPMENT ENVIRONMENTAL ENGINEERING,,"['composite', 'steel']",['deformation'],"['ballistic', 'corrosion', 'microstructure', 'strength', 'thermal_stability']",22078,ok,D:\测试文献\装甲防护衬层及相关材料研究进展_陈东.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲防护衬层及相关材料研究进展_陈东_2023.pdf
f4a31386dd2ef7ec,journal_or_report,2021,第 57 卷 第 9 期,ACTA METALLURGICA SINICA,10.11900/0412.1961.2021.00051,"['ceramic', 'composite', 'steel']","['deformation', 'heat_treatment', 'surface_engineering']","['ballistic', 'ductility', 'microstructure', 'strength']",53723,ok,D:\测试文献\装甲防护陶瓷-金属叠层复合材料界面研究进展_赵宇宏.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\装甲防护陶瓷-金属叠层复合材料界面研究进展_赵宇宏_2021.pdf
